BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Assay types,Center name,Instruments,Library layouts,Library sources,Organism,Host,Platform,Geo. loc. name,Collection date
PRJNA532469,SAMN11401286,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401287,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401288,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401289,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401290,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401291,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401292,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401293,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401294,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401295,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401296,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401297,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401298,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401299,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401300,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401301,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401302,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401303,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401304,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401305,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401306,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401307,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401308,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401309,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401310,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401311,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401312,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401313,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401314,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401315,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401316,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401317,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401318,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401319,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401320,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401321,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401322,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401323,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401324,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401325,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401326,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401327,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401328,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401329,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401330,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401331,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401332,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401333,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401334,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401335,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401336,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401337,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401338,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401339,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401340,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401341,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401342,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401343,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401344,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401345,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401346,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401347,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401348,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401349,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401350,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401351,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401352,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401353,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401354,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401355,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401356,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401357,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401358,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401359,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401360,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401361,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401362,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401363,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401364,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401365,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401366,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401367,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401368,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401369,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401370,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401371,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401372,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401373,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401374,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401375,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401376,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401377,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401378,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401379,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401380,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401381,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401382,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401383,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401384,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401385,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401386,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401387,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401388,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401389,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401390,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401391,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401392,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401393,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401394,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401395,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401396,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401397,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401398,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401399,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401400,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401401,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401402,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401403,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401404,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401405,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401406,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401407,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401408,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401409,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401410,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401411,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401412,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401413,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401414,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401415,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401416,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401417,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
PRJNA532469,SAMN11401418,1,0,AMPLICON,University of California Riverside,Illumina MiSeq,PAIRED,METAGENOMIC,insect metagenome,Bombus impatiens,Illumina MiSeq,"USA:California, Riverside",3/27/2019
