Brachidontes.sp 2,"Host ""Brachidontes.sp 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Brachidontes.sp 1,"Host ""Brachidontes.sp 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Orius niger,"Host ""Orius niger"" was matched to ""Liris niger"" 2495073"
Orius laevigatus,"Host ""Orius laevigatus"" was matched to ""Psenulus laevigatus"" 2138639"
Apis mellifera L.,"Host ""Apis mellifera L."" was matched to ""Apis mellifera"" 7460"
Olea europaea cv. Picual,"Host ""Olea europaea cv. Picual"" was matched to ""Macropis europaea"" 253715"
Olea europaea L.,"Host ""Olea europaea L."" was matched to ""Macropis europaea"" 253715"
Periplaneta japonica,"Host ""Periplaneta japonica"" was matched to ""Nomada japonica"" 601612"
Callyspongia sp. cf. C. flammea,"Host ""Callyspongia sp. cf. C. flammea"" was matched to ""Euglossa flammea"" 269491"
Monochamus alternatus,"Host ""Monochamus alternatus"" was matched to ""Sphecodes alternatus"" 1299517"
Poecilosclerida sp. specimen N,"Host ""Poecilosclerida sp. specimen N"" was matched to ""Homalictus sp. N JBD-2020"" 2718750"
Hymeniacidon.sp 4,"Host ""Hymeniacidon.sp 4"" was matched to ""Hylaeus sp. 4 PK-2011"" 1084796"
Hymeniacidon.sp 3,"Host ""Hymeniacidon.sp 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Hymeniacidon.sp 2,"Host ""Hymeniacidon.sp 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Hymeniacidon.sp 1,"Host ""Hymeniacidon.sp 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Pachydiplax longipennis,"Host ""Pachydiplax longipennis"" was matched to ""Bombus longipennis"" 1164558"
Vicia alpestris,"Host ""Vicia alpestris"" was matched to ""Bombus monticola alpestris"" 2079334"
Hylomecon japonica,"Host ""Hylomecon japonica"" was matched to ""Nomada japonica"" 601612"
Camellia sinensis L.,"Host ""Camellia sinensis L."" was matched to ""Xylocopa sinensis"" 1985526"
Phaseolus lunatus,"Host ""Phaseolus lunatus"" was matched to ""Harpactus lunatus"" 2495042"
Phelsuma grandis,"Host ""Phelsuma grandis"" was matched to ""Stizus grandis"" 420964"
Apis mellifera (honeybee),"Host ""Apis mellifera (honeybee)"" was matched to ""Apis mellifera"" 7460"
Lupinus albescens,"Host ""Lupinus albescens"" was matched to ""Melitturga albescens"" 465456"
Erythrina costaricensis,"Host ""Erythrina costaricensis"" was matched to ""Melipona fasciata costaricensis"" 486747"
Tachigali versicolor,"Host ""Tachigali versicolor"" was matched to ""Osmia versicolor"" 1116916"
Apis cerana Apis mellifera,"Host ""Apis cerana Apis mellifera"" was matched to ""Apis mellifera cerana"" 7461"
Annelida: Oligochaeta sp. (2 species),"Host ""Annelida: Oligochaeta sp. (2 species)"" was matched to ""Eucara species group"" 2058156"
Crustacea: Penaeidae sp. (4 species),"Host ""Crustacea: Penaeidae sp. (4 species)"" was matched to ""Eucara species group"" 2058156"
Crustacea: Anomura sp. (2 species),"Host ""Crustacea: Anomura sp. (2 species)"" was matched to ""Eucara species group"" 2058156"
"Crustacea: Brachyura sp. (2 species), Achelata sp., Penaeoidea sp. (2 species), Ibacus novemdentatus, Anomura sp, Penaeidae sp., Charybdis bimaculata, Charybdis rufodactylus, Latreilliidae sp., Ovalipes punctatus","Host ""Crustacea: Brachyura sp. (2 species), Achelata sp., Penaeoidea sp. (2 species), Ibacus novemdentatus, Anomura sp, Penaeidae sp., Charybdis bimaculata, Charybdis rufodactylus, Latreilliidae sp., Ovalipes punctatus"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
"Insecta: Drosophila immigrans, Episyrphus balteatus, Diptera sp (2 species), Sarcophaga sp, Muscina stabulans, Ptecticus tenebrifer, Ptecticus sp","Host ""Insecta: Drosophila immigrans, Episyrphus balteatus, Diptera sp (2 species), Sarcophaga sp, Muscina stabulans, Ptecticus tenebrifer, Ptecticus sp"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Lycaon pictus,"Host ""Lycaon pictus"" was matched to ""Dinetus pictus"" 1507342"
Nephrops norvegicus,"Host ""Nephrops norvegicus"" was matched to ""Bombus norvegicus"" 30199"
Diplogasteroides sp. 1,"Host ""Diplogasteroides sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Microhodotermes viator (southern harvester termite),"Host ""Microhodotermes viator (southern harvester termite)"" was matched to ""southern carpenter bee"" 135663"
Leucaena sp.; Phaseolus vulgaris (common bean),"Host ""Leucaena sp.; Phaseolus vulgaris (common bean)"" was matched to ""common honey bee"" 7469"
"Dinenympha sp., a protist species in the gut of the termite Reticulitermes speratus","Host ""Dinenympha sp., a protist species in the gut of the termite Reticulitermes speratus"" was matched to ""Eucara species group"" 2058156"
"Eucomonympha sp., a protist species in the gut of the termite Hodotermopsis sjoestedti","Host ""Eucomonympha sp., a protist species in the gut of the termite Hodotermopsis sjoestedti"" was matched to ""Afranthidium sjoestedti"" 1821006"
Lithurgus sp. (littoralis),"Host ""Lithurgus sp. (littoralis)"" was matched to ""Lithurgus"" 253705"
Lithurgus sp. (gibbosus),"Host ""Lithurgus sp. (gibbosus)"" was matched to ""Lithurgus"" 253705"
Lophius americanus,"Host ""Lophius americanus"" was matched to ""Stigmus americanus"" 1889561"
Blatta orientalis,"Host ""Blatta orientalis"" was matched to ""Bembix orientalis"" 2699094"
Allium sativum var. 'purple stripe',"Host ""Allium sativum var. 'purple stripe'"" was matched to ""Eucera caspica var. nigrila"" 599118"
Aloe vera var. chinensis,"Host ""Aloe vera var. chinensis"" was matched to ""Bombus chinensis"" 395516"
Centrosema pubescens,"Host ""Centrosema pubescens"" was matched to ""Stizus pubescens"" 2495239"
Andira inermis,"Host ""Andira inermis"" was matched to ""Osmia inermis"" 586935"
European eel,"Host ""European eel"" was matched to ""European beewolf"" 280486"
Elysia rufescens,"Host ""Elysia rufescens"" was matched to ""Analysson rufescens"" 2609971"
Aplysia punctata,"Host ""Aplysia punctata"" was matched to ""Allodape punctata"" 600424"
solitary bees,"Host ""solitary bees"" was matched to ""bees"" 34735"
Ammophila arenaria,"Host ""Ammophila arenaria"" was matched to ""Ammophila"" 95167"
Mallotus japonicus,"Host ""Mallotus japonicus"" was matched to ""Pelopaeus japonicus"" 1508443"
Eschscholzia californica,"Host ""Eschscholzia californica"" was matched to ""Osmia californica"" 1403984"
A. chilensis,"Host ""A. chilensis"" was matched to ""Zyzzyx chilensis"" 2650842"
L. apiculata,"Host ""L. apiculata"" was matched to ""Eucera apiculata"" 599438"
A. punctatum,"Host ""A. punctatum"" was matched to ""Anthidium punctatum"" 549043"
A. luma,"Host ""A. luma"" was matched to ""Crabro maeklini A. Morawitz, 1866"" 2339840"
Haliotis gigantea,"Host ""Haliotis gigantea"" was matched to ""Stelis gigantea"" 1276283"
Ruditapes decussatus and R. philippinarum,"Host ""Ruditapes decussatus and R. philippinarum"" was matched to ""bumble bees and honey bees"" 7458"
Tettigades chilensis,"Host ""Tettigades chilensis"" was matched to ""Zyzzyx chilensis"" 2650842"
Sparus aurata,"Host ""Sparus aurata"" was matched to ""Rediviva aurata"" 2530397"
Folsomia candida VU population,"Host ""Folsomia candida VU population"" was matched to ""Andrena candida"" 2819489"
Meriones meridianus 3,"Host ""Meriones meridianus 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Meriones meridianus 5,"Host ""Meriones meridianus 5"" was matched to ""Corynura sp. rgv 5"" 1906597"
Meriones meridianus 4,"Host ""Meriones meridianus 4"" was matched to ""Hylaeus sp. 4 PK-2011"" 1084796"
Tamias sibiricus,"Host ""Tamias sibiricus"" was matched to ""Bombus sibiricus"" 421273"
Myodes rutilus,"Host ""Myodes rutilus"" was matched to ""Philanthus rutilus"" 1167286"
Meriones meridianus 2,"Host ""Meriones meridianus 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Niviventer niviventer Chinchilla lanigera Cansumys canus,"Host ""Niviventer niviventer Chinchilla lanigera Cansumys canus"" was matched to ""Rophites canus"" 1126393"
Microtus fortis,"Host ""Microtus fortis"" was matched to ""Megachile fortis"" 1879073"
Eothenomys melanogaster,"Host ""Eothenomys melanogaster"" was matched to ""Osmia melanogaster"" 1404111"
Bandicota indica,"Host ""Bandicota indica"" was matched to ""Apis indica"" 94129"
Niviventer fulvescens,"Host ""Niviventer fulvescens"" was matched to ""Nesocolletes fulvescens"" 1157706"
Niviventer niviventer 2,"Host ""Niviventer niviventer 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Myodes rufocanus 2,"Host ""Myodes rufocanus 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Myodes rutilus Tscherskia triton Tamias sibiricus,"Host ""Myodes rutilus Tscherskia triton Tamias sibiricus"" was matched to ""Bombus sibiricus"" 421273"
Vaccinium hirtum,"Host ""Vaccinium hirtum"" was matched to ""Chlorion hirtum"" 1507110"
Elliottia bracteata,"Host ""Elliottia bracteata"" was matched to ""Augochlorella bracteata"" 2680158"
Arctous alpina,"Host ""Arctous alpina"" was matched to ""Dufourea alpina"" 1542527"
Pieris nana,"Host ""Pieris nana"" was matched to ""Andrena nana"" 1542607"
