BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Host,Organism,Collection date,Geo. loc. name,Library source(s),Library layout(s),Assay type(s),Instrument(s),Center name,BioSample package acc.
PRJNA481887,SAMN09691991,1,0,Bombus terrestris,Viridiplantae,2/13/2017,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691992,1,0,Bombus terrestris,Viridiplantae,7/1/2016,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691993,1,0,Apis mellifera,Viridiplantae,7/7/2016,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691994,1,0,Apis mellifera,Viridiplantae,7/12/2016,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691995,1,0,Bombus hypnorum,Viridiplantae,7/25/2016,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691996,1,0,Bombus terrestris,Viridiplantae,7/26/2016,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA481887,SAMN09691997,1,0,Bombus terrestris,Viridiplantae,2/13/2017,United Kingdom,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Bournemouth University,MIMARKS.specimen.host-associated.5.0
PRJNA483763,SAMN09745072,67,0,Apis mellifera,insect gut metagenome,4/1/2012,USA,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of North Carolina at Greensboro,Metagenome.environmental.1.0
PRJNA484967,SAMN09779799,1,58,Apis mellifera,Lactobacillus kunkeei,3/20/2015,"USA: Riverside, Ca",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779800,1,134,Apis mellifera,Lactobacillus kunkeei,5/11/2011,"USA: Tucson, Az",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779801,1,44,Megachile rotundata,Lactobacillus micheneri,7/22/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779803,1,96,Megachile rotundata,Lactobacillus micheneri,7/11/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779804,1,80,Megachile rotundata,Lactobacillus micheneri,7/11/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779805,1,42,Megachile rotundata,Lactobacillus micheneri,7/18/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779806,1,50,Megachile rotundata,Lactobacillus micheneri,7/22/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779807,1,50,Megachile rotundata,Lactobacillus micheneri,7/11/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779808,1,42,Megachile rotundata,Lactobacillus micheneri,7/11/2016,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779809,1,24,Seladonia tripartita,Lactobacillus micheneri,9/14/2015,"USA: Riverside, Ca",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779810,1,24,Megachile rotundata,Lactobacillus micheneri,7/15/2015,"USA: Logan, Utah",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA484967,SAMN09779815,1,30,Seladonia tripartita,Lactobacillus micheneri,9/14/2015,"USA: Riverside, Ca",GENOMIC,PAIRED,WGA,Illumina MiSeq,"University of California, Riverside",Microbe.1.0
PRJNA485481,SAMN13135928,52,375,Apis mellifera,insect metagenome,2013,Belgium:Flanders,METAGENOMIC,PAIRED,OTHER,NextSeq 500,NCBI,Metagenome.environmental.1.0
PRJNA485519,SAMN09809163,55,0,Megachile rotundata,insect metagenome,8/10/2016,"USA: Logan, Utah",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of California Riverside,MIMS.me.host-associated.5.0
PRJNA485519,SAMN09809164,11,0,Megachile rotundata,insect metagenome,8/10/2016,"USA: Logan, Utah",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of California Riverside,MIMS.me.host-associated.5.0
PRJNA485519,SAMN09809165,51,0,Megachile rotundata,insect metagenome,8/10/2016,"USA: Logan, Utah",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of California Riverside,MIMS.me.host-associated.5.0
PRJNA485519,SAMN09809166,59,0,Megachile rotundata,insect metagenome,8/10/2016,"USA: Logan, Utah",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of California Riverside,MIMS.me.host-associated.5.0
PRJNA486893,SAMN09867609,3,0,Apis mellifera,Varroa destructor,,Slovenia,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Shandong university,Invertebrate.1.0
PRJNA495947,SAMN10235278,2,4,Apis mellifera,Commensalibacter sp. AMU001,2018,Seychelles: Mahe Island,GENOMIC,"SINGLE, PAIRED",WGS,"Illumina MiSeq, MinION",University of Liverpool,MIGS.ba.host-associated.5.0
PRJNA507718,SAMN10502517,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502518,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502519,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502520,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502522,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502523,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502524,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502525,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502526,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502527,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502528,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502529,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502530,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA507718,SAMN10502531,1,0,Apis mellifera,honey metagenome,2016,Switzerland,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Basel,Metagenome.environmental.1.0
PRJNA510306,SAMN10601659,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510306,SAMN10601660,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510306,SAMN10601661,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510306,SAMN10601662,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510306,SAMN10601663,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510306,SAMN10601664,1,0,Apis mellifera,Tropilaelaps mercedesae,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605936,1,0,Apis mellifera,Lotmaria passim,2016,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605937,1,0,Apis mellifera,Lotmaria passim,2016,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605938,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605939,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605940,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605941,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605942,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605943,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605944,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA510495,SAMN10605945,1,0,Apis mellifera,Lotmaria passim,2017,China,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 4000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA514060,SAMN10719772,1,82,Apis mellifera,Nosema ceranae,2018-11,USA,GENOMIC,SINGLE,WGS,MinION,Jiangxi Agricultural University,Microbe.1.0
PRJNA514245,SAMN12241985,1,0,Apis mellifera,Morganella morganii,2016-02,Germany,GENOMIC,PAIRED,WGS,NextSeq 500,National Center for Biotechnology Information,Microbe.1.0
PRJNA515220,SAMN10745118,1,0,Apis mellifera,Deformed wing virus,,"USA:New Hampshire,Durham",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Martin-Luther-University Halle-Wittenberg,Virus.1.0
PRJNA515220,SAMN10745119,1,0,Apis mellifera,Deformed wing virus,,"USA:New Hampshire,Durham",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Martin-Luther-University Halle-Wittenberg,Virus.1.0
PRJNA523720,SAMN10986452,1,0,Meliponini,insect metagenome,2016-10,Brazil: USP Ribeirao Preto,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Sao Paulo/Faculty of Pharmaceultical Sciences of Ribeirao Preto,Metagenome.environmental.1.0
PRJNA523720,SAMN10986453,1,0,Meliponini,insect metagenome,2016-10,Brazil: USP Ribeirao Preto,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Sao Paulo/Faculty of Pharmaceultical Sciences of Ribeirao Preto,Metagenome.environmental.1.0
PRJNA523720,SAMN10986454,1,0,Meliponini,insect metagenome,2016-10,Brazil: USP Ribeirao Preto,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Sao Paulo/Faculty of Pharmaceultical Sciences of Ribeirao Preto,Metagenome.environmental.1.0
PRJNA523720,SAMN10986455,1,0,Meliponini,insect metagenome,2016-10,Brazil: USP Ribeirao Preto,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Sao Paulo/Faculty of Pharmaceultical Sciences of Ribeirao Preto,Metagenome.environmental.1.0
PRJNA523720,SAMN10986456,1,0,Meliponini,insect metagenome,2016-10,Brazil: USP Ribeirao Preto,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Sao Paulo/Faculty of Pharmaceultical Sciences of Ribeirao Preto,Metagenome.environmental.1.0
PRJNA525184,SAMN11042883,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042884,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042885,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042886,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042887,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042888,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042889,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042890,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042891,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042892,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042893,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042894,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042895,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042896,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525184,SAMN11042897,1,0,Apis mellifera,honeybee metagenome,2018,Canada: London,GENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Western Ontario,Metagenome.environmental.1.0
PRJNA525764,SAMN11074024,1,1,Apis mellifera,Kodamaea ohmeri,10/16/2017,USA: MD,GENOMIC,SINGLE,WGS,Sequel,USDA ARS,Microbe.1.0
PRJNA529891,SAMN11288628,1,0,Partamona helleri,insect gut metagenome,11/24/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288629,1,0,Partamona helleri,insect gut metagenome,11/17/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288630,1,0,Partamona helleri,insect gut metagenome,11/22/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288631,1,0,Partamona helleri,insect gut metagenome,11/29/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288632,1,0,Partamona helleri,insect gut metagenome,12/6/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288633,1,0,Partamona helleri,insect gut metagenome,11/23/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288634,1,0,Partamona helleri,insect gut metagenome,11/16/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288635,1,0,Partamona helleri,insect gut metagenome,11/21/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288636,1,0,Partamona helleri,insect gut metagenome,11/18/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288637,1,0,Partamona helleri,insect gut metagenome,12/5/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288638,1,0,Partamona helleri,insect gut metagenome,11/25/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288639,1,0,Partamona helleri,insect gut metagenome,11/19/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288640,1,0,Partamona helleri,insect gut metagenome,11/30/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288641,1,0,Partamona helleri,insect gut metagenome,11/15/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA529891,SAMN11288642,1,0,Partamona helleri,insect gut metagenome,12/14/2017,"Brazil:Minasgerais,Vicosa",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Universidade Federal de Vicosa,Metagenome.environmental.1.0
PRJNA530255,SAMN11306908,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306909,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306910,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306911,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306912,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306913,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306914,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306915,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306916,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306917,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306918,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306919,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306920,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306921,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306922,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306923,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306924,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306925,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306926,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306927,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306928,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306929,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306930,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306931,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306932,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306933,1,0,Apis mellifera,insect metagenome,8/29/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306934,1,0,Apis mellifera,insect metagenome,9/17/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306935,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
PRJNA530255,SAMN11306936,1,0,Apis mellifera,insect metagenome,6/27/2016,USA:Colorado,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Colorado Denver,MIMARKS.survey.host-associated.5.0
